20;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
20;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
20;GM;MUC;ARN;2016-12-20T20:40:00;2016-12-20T22:50:00
20;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
20;QA;DOH;DXB;2016-12-28T11:50:00;2016-12-28T13:55:00
20;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
20;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
21;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
21;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
21;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
21;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
21;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
21;GM;MUC;ARN;2016-12-20T20:40:00;2016-12-20T22:50:00
21;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
21;QA;DOH;DXB;2016-12-28T09:50:00;2016-12-28T12:00:00
21;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
21;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
22;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
22;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
22;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
22;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
22;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
22;GM;MUC;LJU;2017-01-14T19:55:00;2017-01-14T20:45:00
22;SI;LJU;CDG;2017-01-18T06:50:00;2017-01-18T08:40:00
22;FR;CDG;DXB;2017-01-20T09:55:00;2017-01-20T19:35:00
22;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
22;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
23;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
23;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
23;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
23;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
23;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
23;GM;MUC;LJU;2017-01-14T19:55:00;2017-01-14T20:45:00
23;SI;LJU;CDG;2017-01-18T06:50:00;2017-01-18T08:40:00
23;FR;CDG;DXB;2017-01-20T21:25:00;2017-01-21T07:10:00
23;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
23;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
24;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
24;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
24;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
24;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
24;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
